"","Estimate","StdError","PValue","ZValue","ci_95_upper","ci_95_lower","ci_99_upper","ci_99_lower","OddsRatio","OR_ci_95_upper","OR_ci_95_lower","OR_ci_99_upper","OR_ci_99_lower","AIC","BIC","LogLikelihood"
"(Intercept)",-0.274944428718859,0.122639530517498,0.0249684341961608,-2.24189074728748,-0.51626136530905,-0.03535602905892,-0.592525741823871,0.0396505288569361,0.75961433479384,0.596747403220662,0.96526169386114,0.55292896376958,1.04044710441117,10803.1869894594,10901.7107929749,-5387.59349472968
"Length_of_stay",0.00234271110641481,0.00361453326590974,0.516896638452444,0.648136546012718,-0.00475498028075518,0.00941609430797617,-0.00699136479814029,0.0116348372926494,1.00234545739825,0.995256306741038,1.00946056519508,0.993033017936775,1.01170278527761,10803.1869894594,10901.7107929749,-5387.59349472968
"Fall_increase_moderate_PatternsDeprescribing",-0.2964473024605,0.0576645902374445,2.73440436964593e-07,-5.14088977724153,-0.409920549548273,-0.18384637960427,-0.4457723571055,-0.148628971388337,0.743454804470749,0.663702979543141,0.8320636159511,0.640329521937363,0.861888841001609,10803.1869894594,10901.7107929749,-5387.59349472968
"Fall_increase_moderate_PatternsInitiating",0.00824808556772505,0.116050388713311,0.943339407811916,0.071073312715057,-0.221415838800129,0.233904373540998,-0.294607654092885,0.304176560153464,1.00828219473945,0.801383364695402,1.26352366013701,0.744823758699315,1.35550836372767,10803.1869894594,10901.7107929749,-5387.59349472968
"Fall_increase_moderate_PatternsNo_Treat",-0.4499749675701,0.164440787365116,0.00621163926940575,-2.73639511693044,-0.780660507486008,-0.13469787401565,-0.888415662974284,-0.0381818948780066,0.637644113203559,0.45810333067554,0.873979923848354,0.411306885536942,0.962537844263333,10803.1869894594,10901.7107929749,-5387.59349472968
"Fall_increase_high_PatternsDeprescribing",-0.275001800060561,0.0556742461825753,7.83313607018772e-07,-4.93947954245728,-0.384480362953903,-0.166214143313035,-0.419036647133044,-0.132160304112186,0.759570755950377,0.68080431544766,0.846864864322782,0.657680092736316,0.87620052527343,10803.1869894594,10901.7107929749,-5387.59349472968
"Fall_increase_high_PatternsInitiating",0.0578022593639951,0.10454378206926,0.580331872656126,0.55290002159766,-0.148656889149325,0.261433006252015,-0.21425300805361,0.324969173517881,1.05950546770983,0.861864779330824,1.29878992785215,0.807144145217449,1.38398798184239,10803.1869894594,10901.7107929749,-5387.59349472968
"Fall_increase_high_PatternsNo_Treat",-0.505067972099475,0.141126897678949,0.000345147128591038,-3.57882147490026,-0.787740819763332,-0.233691968679755,-0.879303794160811,-0.150362146765429,0.603464555280162,0.454871271535219,0.791605617667889,0.415071786513194,0.86039633024965,10803.1869894594,10901.7107929749,-5387.59349472968
"Bone_mass_decrese_high_PatternsDeprescribing",-0.159988298832826,0.103385320778053,0.121743854978819,-1.54749530812298,-0.361756617918833,0.0436973729118365,-0.424850702245364,0.108188525255154,0.852153760101479,0.696451851117295,1.04466616276777,0.653867398777384,1.11425779132078,10803.1869894594,10901.7107929749,-5387.59349472968
"Bone_mass_decrese_high_PatternsInitiating",0.0159317683144938,0.115404567390666,0.890199752486301,0.138051453895769,-0.20975881258629,0.24278595584846,-0.280514242226765,0.314390065623997,1.01605935559847,0.81077977226636,1.27479573234314,0.755395185456081,1.36942379752929,10803.1869894594,10901.7107929749,-5387.59349472968
"Bone_mass_decrese_high_PatternsNo_Treat",-0.0783092103624236,0.0978856196533205,0.423706567240069,-0.800007300763583,-0.26911199603212,0.114807415567436,-0.328690296138248,0.176070379347198,0.924678462171831,0.764057679427783,1.12165740301567,0.719865927484821,1.1925219846161,10803.1869894594,10901.7107929749,-5387.59349472968
"Bone_mass_decrese_moderate_PatternsDeprescribing",-0.182098340757222,0.0815309996620244,0.0255169170246732,-2.23348593187972,-0.341528020482335,-0.0218567713942739,-0.391492545610048,0.0286988818399036,0.833519367459405,0.710683553644899,0.978380357070643,0.676047089994551,1.02911466270067,10803.1869894594,10901.7107929749,-5387.59349472968
"Bone_mass_decrese_moderate_PatternsInitiating",-0.17850900357572,0.0960892009080096,0.0632055734170291,-1.85774261716063,-0.366921198797201,0.00982435697075266,-0.42618025196131,0.0690263409866228,0.836516525203611,0.692864241428834,1.00987277439248,0.652998627228533,1.07146443220691,10803.1869894594,10901.7107929749,-5387.59349472968
"Bone_mass_decrese_moderate_PatternsNo_Treat",-0.136536038838878,0.0784124241639445,0.0816388608143691,-1.7412551683571,-0.289759777931393,0.017691724088597,-0.337736977843843,0.0663996064725823,0.872374880315343,0.74844333859225,1.01784914964539,0.713382898732488,1.06865367277779,10803.1869894594,10901.7107929749,-5387.59349472968
