"","Estimate","StdError","PValue","ZValue","ci_95_upper","ci_95_lower","ci_99_upper","ci_99_lower","OddsRatio","OR_ci_95_upper","OR_ci_95_lower","OR_ci_99_upper","OR_ci_99_lower","AIC","BIC","LogLikelihood"
"(Intercept)",0.317051938593684,0.306817188009882,0.301436480996927,1.03335781365506,-0.287827069190787,0.915864459033912,-0.47963054197971,1.10323368389123,1.37307388560012,0.749891260329385,2.49893454500279,0.619012048529995,3.0138962710174,10816.6717482,10978.5322825469,-5385.3358741
"Length_of_stay",0.00255215381554413,0.0036175182881587,0.480500049699012,0.705498524747795,-0.00455154568055141,0.0096312145569917,-0.00678987781149266,0.0118516672588893,1.00255541333243,0.995458796905955,1.00967774396217,0.993233121325638,1.01192217654283,10816.6717482,10978.5322825469,-5385.3358741
"Central_nervous_system_agents_PatternsDeprescribing",-0.449668798818785,0.0645303023017993,3.20712596836058e-12,-6.9683355381747,-0.576961032077192,-0.323950875825901,-0.617310976011508,-0.284745976946972,0.63783936979469,0.561602467784404,0.723285772323348,0.539392929734078,0.75220530754112,10816.6717482,10978.5322825469,-5385.3358741
"Central_nervous_system_agents_PatternsInitiating",-0.172238726797327,0.149962142403648,0.250742387384407,-1.14854805377292,-0.471249270528484,0.117571529310427,-0.567580893167642,0.207193472961135,0.841778194167564,0.624221958878954,1.12476208052243,0.566895161236765,1.23022056317277,10816.6717482,10978.5322825469,-5385.3358741
"Central_nervous_system_agents_PatternsNo_Treat",-0.363685086386515,0.242582336205874,0.133815716909199,-1.49922328259657,-0.857574056789491,0.0979043182420113,-1.02174629000532,0.238361269107623,0.695110059900026,0.42418989570267,1.10285725673888,0.359965786335499,1.26916762106583,10816.6717482,10978.5322825469,-5385.3358741
"Cardiovascular_agents_PatternsDeprescribing",-0.155869490085925,0.0615534856594897,0.0113329604911795,-2.53226098271975,-0.276414619481633,-0.0351048940461357,-0.314258963521396,0.0028991416763298,0.855670856614057,0.758498377351724,0.965504135310462,0.730329874872403,1.00290334825173,10816.6717482,10978.5322825469,-5385.3358741
"Cardiovascular_agents_PatternsInitiating",-0.00632931377592841,0.0790437556384372,0.936178762679689,-0.0800735456559026,-0.161518975495268,0.148378617481525,-0.210407484378311,0.196916411613626,0.993690674138349,0.850850386004717,1.15995199133486,0.810254012839639,1.21764225570061,10816.6717482,10978.5322825469,-5385.3358741
"Cardiovascular_agents_PatternsNo_Treat",-0.204572499011696,0.0671329557795253,0.00230927238289891,-3.04727382604072,-0.33616975035887,-0.0729848347921442,-0.377536167772238,-0.0316253434595763,0.814995653396197,0.714501808582804,0.9296149277225,0.685548406377282,0.968869507386542,10816.6717482,10978.5322825469,-5385.3358741
"Hormones_hormone_modifiers_PatternsDeprescribing",-0.143139340956667,0.155628710331139,0.357703972814507,-0.919748937404297,-0.446049434856254,0.164814676292662,-0.540568182431861,0.263017719474646,0.86663330296835,0.640152125451129,1.17917456945803,0.582417239101661,1.30084976912201,10816.6717482,10978.5322825469,-5385.3358741
"Hormones_hormone_modifiers_PatternsInitiating",-0.0615285691493098,0.16759012280111,0.713516677058903,-0.367137204275039,-0.388393373153449,0.269241372483866,-0.490617455258499,0.374324132701795,0.940326081039471,0.678145526544004,1.30897105251302,0.612248241554011,1.45400836574461,10816.6717482,10978.5322825469,-5385.3358741
"Hormones_hormone_modifiers_PatternsNo_Treat",-0.0946008958305977,0.148519875870345,0.524152321123819,-0.63695781642844,-0.383304852227723,0.19979604016265,-0.47327629496358,0.293919919236392,0.909735941431897,0.681605078783634,1.22115366645549,0.62295792725968,1.34167645688964,10816.6717482,10978.5322825469,-5385.3358741
"Psychotherapeutic_agents_PatternsDeprescribing",-0.131935919610482,0.0603132241435021,0.0287051463609826,-2.18751229907009,-0.250068258958843,-0.0136221526513836,-0.287161413968512,0.0236030029230686,0.876397153150985,0.778747624755093,0.986470209006198,0.750390595537068,1.02388375833531,10816.6717482,10978.5322825469,-5385.3358741
"Psychotherapeutic_agents_PatternsInitiating",0.0119284583991518,0.0780186544595356,0.878483138725472,0.152892388131847,-0.141295917879081,0.164584720344495,-0.189585402763408,0.212460626666899,1.01199988618429,0.868232348204467,1.17890344242668,0.827302059998255,1.23671741891977,10816.6717482,10978.5322825469,-5385.3358741
"Psychotherapeutic_agents_PatternsNo_Treat",-0.0766434166566237,0.0663433647200968,0.24798655562416,-1.15525368633296,-0.206702167127851,0.0533865471731539,-0.24758864370301,0.0942520741685666,0.926220069377315,0.813261830027839,1.05483731070388,0.780681015287589,1.09883669935668,10816.6717482,10978.5322825469,-5385.3358741
"Gastrointestinal_agents_PatternsDeprescribing",-0.205294505964116,0.118240422402399,0.082520278784448,-1.73624638505987,-0.436135147716708,0.0276547224258773,-0.508374360481529,0.101431513366624,0.814407433243326,0.646530342931136,1.02804066374814,0.601472562051975,1.10675411793279,10816.6717482,10978.5322825469,-5385.3358741
"Gastrointestinal_agents_PatternsInitiating",-0.092753892089115,0.12940988394364,0.473531430977415,-0.716745037260915,-0.345832205587664,0.161699909206238,-0.425190601009467,0.242062981769888,0.911417779822261,0.707631213709048,1.17550742942828,0.653645187823406,1.27387442115537,10816.6717482,10978.5322825469,-5385.3358741
"Gastrointestinal_agents_PatternsNo_Treat",-0.18086118414891,0.111584632854677,0.105051288738648,-1.62084311721002,-0.398466285794103,0.039279032362433,-0.466480810698187,0.109140154539511,0.834551199590376,0.671348914205924,1.04006065374614,0.627205644353587,1.11531865636038,10816.6717482,10978.5322825469,-5385.3358741
"Respiratory_agents_PatternsDeprescribing",-0.402472309884025,0.156795368583285,0.0102622998628245,-2.56686350828177,-0.708714201311187,-0.0932781541425343,-0.804713990433754,0.0048797713493489,0.668664854077173,0.492276759512001,0.910940083295511,0.447215816271274,1.00489169682353,10816.6717482,10978.5322825469,-5385.3358741
"Respiratory_agents_PatternsInitiating",-0.325313978979537,0.169249761550669,0.054593910251736,-1.92209416426354,-0.656361429295559,0.00776546669426793,-0.760282730773361,0.113178259222729,0.722300530851546,0.518735360117574,1.00779569612865,0.467534222009417,1.11983153545666,10816.6717482,10978.5322825469,-5385.3358741
"Respiratory_agents_PatternsNo_Treat",-0.308485213206556,0.149542382141162,0.0391257949651943,-2.06286143626733,-0.600327684762973,-0.0132107307988063,-0.691758530913017,0.0807239846119076,0.734558813888318,0.548631828344875,0.986876147907441,0.500694807133652,1.08407163481523,10816.6717482,10978.5322825469,-5385.3358741
"Metabolic_agents_PatternsDeprescribing",-0.179236667867924,0.205785285374335,0.383760297385673,-0.870988747042248,-0.57872729999706,0.229991593463016,-0.703200525286865,0.361599811100738,0.835908043410468,0.560611402862579,1.25858942950642,0.494998510609899,1.43562430607577,10816.6717482,10978.5322825469,-5385.3358741
"Metabolic_agents_PatternsInitiating",-0.182150180348673,0.21658416242791,0.400340433973079,-0.841013388544979,-0.603392560098055,0.247425340427982,-0.734876407288723,0.385032592266332,0.833476159275887,0.546952914331449,1.28072374052788,0.479564726017053,1.46966222028308,10816.6717482,10978.5322825469,-5385.3358741
"Metabolic_agents_PatternsNo_Treat",-0.114798042373832,0.19811198097741,0.562278577601368,-0.579460372903558,-0.498894185096526,0.279959349392771,-0.618445078213963,0.40730600794493,0.891546180276548,0.607201741333202,1.32307602740032,0.538781549773687,1.50276389299969,10816.6717482,10978.5322825469,-5385.3358741
